customer_id,month,plan_id,mrr
52,01/04/2023,2,100
53,01/04/2023,1,50
54,01/04/2023,3,200
55,01/04/2023,2,100
56,01/04/2023,2,100
57,01/04/2023,1,50
58,01/04/2023,3,200
59,01/04/2023,1,50
60,01/04/2023,3,200
61,01/04/2023,3,200
62,01/04/2023,1,50
63,01/04/2023,1,50
64,01/04/2023,1,50
65,01/04/2023,1,50
66,01/04/2023,1,50
67,01/04/2023,2,100
68,01/04/2023,1,50
69,01/04/2023,1,50
70,01/04/2023,1,50
71,01/04/2023,3,200
72,01/04/2023,1,50
73,01/04/2023,2,100
74,01/04/2023,1,50
75,01/04/2023,2,100
76,01/04/2023,1,50
77,01/04/2023,3,200
78,01/04/2023,1,50
79,01/04/2023,1,50
80,01/04/2023,2,100
81,01/04/2023,1,50
82,01/04/2023,1,50
83,01/04/2023,1,50
84,01/04/2023,2,100
85,01/04/2023,1,50
86,01/04/2023,1,50
87,01/04/2023,1,50
88,01/04/2023,1,50
89,01/04/2023,1,50
90,01/04/2023,2,100
91,01/04/2023,2,100
92,01/04/2023,2,100
93,01/04/2023,2,100
94,01/04/2023,2,100
95,01/04/2023,2,100
96,01/04/2023,2,100
97,01/04/2023,1,50
98,01/04/2023,1,50
99,01/04/2023,1,50
100,01/04/2023,1,50
101,01/04/2023,1,50
102,01/04/2023,1,50
103,01/04/2023,1,50
104,01/04/2023,1,50
105,01/04/2023,1,50
106,01/04/2023,1,50
107,01/04/2023,2,100
108,01/04/2023,3,200
109,01/04/2023,1,50
110,01/04/2023,1,50
111,01/04/2023,2,100
112,01/04/2023,1,50
113,01/04/2023,2,100
114,01/04/2023,,0
115,01/04/2023,1,50
116,01/04/2023,1,50
117,01/04/2023,2,100
118,01/04/2023,1,50
119,01/04/2023,1,50
120,01/04/2023,2,100
121,01/04/2023,1,50
122,01/04/2023,2,100
123,01/04/2023,2,100
124,01/04/2023,1,50
125,01/04/2023,2,100
126,01/04/2023,1,50
127,01/04/2023,2,100
128,01/04/2023,1,50
129,01/04/2023,2,100
130,01/04/2023,1,50
131,01/04/2023,2,100
132,01/04/2023,2,100
133,01/04/2023,1,50
134,01/04/2023,1,50
135,01/04/2023,3,200
136,01/04/2023,2,100
137,01/04/2023,1,50
138,01/04/2023,2,100
139,01/04/2023,1,50
140,01/04/2023,2,100
141,01/04/2023,1,50
142,01/04/2023,1,50
1,01/05/2023,3,200
2,01/05/2023,3,200
3,01/05/2023,1,50
5,01/05/2023,1,50
7,01/05/2023,1,50
8,01/05/2023,2,100
9,01/05/2023,3,200
10,01/05/2023,1,50
11,01/05/2023,1,50
12,01/05/2023,1,50
14,01/05/2023,1,50
15,01/05/2023,1,50
16,01/05/2023,2,100
18,01/05/2023,3,200
19,01/05/2023,3,200
20,01/05/2023,3,200
21,01/05/2023,1,50
23,01/05/2023,1,50
24,01/05/2023,3,200
25,01/05/2023,,0
26,01/05/2023,3,200
28,01/05/2023,2,100
29,01/05/2023,3,200
30,01/05/2023,2,100
31,01/05/2023,3,200
32,01/05/2023,2,100
33,01/05/2023,,0
34,01/05/2023,1,50
35,01/05/2023,1,50
36,01/05/2023,1,50
37,01/05/2023,1,50
38,01/05/2023,,0
39,01/05/2023,1,50
40,01/05/2023,1,50
41,01/05/2023,2,100
43,01/05/2023,1,50
44,01/05/2023,1,50
45,01/05/2023,1,50
46,01/05/2023,1,50
47,01/05/2023,1,50
48,01/05/2023,2,100
50,01/05/2023,3,200
51,01/05/2023,2,100
52,01/05/2023,2,100
53,01/05/2023,1,50
54,01/05/2023,3,200
55,01/05/2023,2,100
56,01/05/2023,2,100
57,01/05/2023,1,50
58,01/05/2023,3,200
59,01/05/2023,1,50
60,01/05/2023,3,200
61,01/05/2023,3,200
62,01/05/2023,1,50
63,01/05/2023,1,50
64,01/05/2023,1,50
65,01/05/2023,1,50
66,01/05/2023,1,50
67,01/05/2023,2,100
68,01/05/2023,1,50
69,01/05/2023,1,50
70,01/05/2023,1,50
71,01/05/2023,3,200
72,01/05/2023,1,50
73,01/05/2023,2,100
74,01/05/2023,1,50
75,01/05/2023,2,100
76,01/05/2023,2,100
77,01/05/2023,3,200
78,01/05/2023,1,50
79,01/05/2023,1,50
80,01/05/2023,2,100
81,01/05/2023,1,50
82,01/05/2023,1,50
83,01/05/2023,1,50
84,01/05/2023,2,100
85,01/05/2023,1,50
86,01/05/2023,1,50
87,01/05/2023,1,50
88,01/05/2023,1,50
89,01/05/2023,1,50
90,01/05/2023,2,100
91,01/05/2023,2,100
92,01/05/2023,2,100
93,01/05/2023,2,100
94,01/05/2023,2,100
95,01/05/2023,,0
96,01/05/2023,2,100
97,01/05/2023,1,50
98,01/05/2023,1,50
99,01/05/2023,1,50
100,01/05/2023,1,50
101,01/05/2023,1,50
102,01/05/2023,1,50
103,01/05/2023,1,50
104,01/05/2023,1,50
105,01/05/2023,1,50
106,01/05/2023,2,100
107,01/05/2023,2,100
108,01/05/2023,3,200
109,01/05/2023,1,50
110,01/05/2023,1,50
111,01/05/2023,2,100
112,01/05/2023,1,50
113,01/05/2023,2,100
115,01/05/2023,1,50
116,01/05/2023,1,50
117,01/05/2023,2,100
118,01/05/2023,1,50
119,01/05/2023,2,100
120,01/05/2023,2,100
121,01/05/2023,1,50
122,01/05/2023,2,100
123,01/05/2023,2,100
124,01/05/2023,1,50
125,01/05/2023,3,200
126,01/05/2023,1,50
127,01/05/2023,2,100
128,01/05/2023,1,50
129,01/05/2023,2,100
130,01/05/2023,1,50
131,01/05/2023,2,100
132,01/05/2023,2,100
133,01/05/2023,1,50
134,01/05/2023,1,50
135,01/05/2023,3,200
136,01/05/2023,2,100
137,01/05/2023,1,50
138,01/05/2023,2,100
139,01/05/2023,1,50
140,01/05/2023,2,100
141,01/05/2023,,0
142,01/05/2023,1,50
143,01/05/2023,1,50
144,01/05/2023,2,100
145,01/05/2023,1,50
146,01/05/2023,1,50
147,01/05/2023,1,50
148,01/05/2023,1,50
149,01/05/2023,1,50
150,01/05/2023,2,100
151,01/05/2023,,0
152,01/05/2023,2,100
153,01/05/2023,1,50
154,01/05/2023,2,100
155,01/05/2023,2,100
156,01/05/2023,1,50
157,01/05/2023,1,50
158,01/05/2023,1,50
159,01/05/2023,1,50
160,01/05/2023,1,50
161,01/05/2023,1,50
162,01/05/2023,1,50
163,01/05/2023,2,100
164,01/05/2023,1,50
165,01/05/2023,2,100
166,01/05/2023,2,100
167,01/05/2023,1,50
168,01/05/2023,3,200
169,01/05/2023,2,100
170,01/05/2023,3,200
171,01/05/2023,3,200
172,01/05/2023,3,200
173,01/05/2023,1,50
174,01/05/2023,1,50
175,01/05/2023,1,50
176,01/05/2023,2,100
177,01/05/2023,3,200
178,01/05/2023,2,100
179,01/05/2023,,0
180,01/05/2023,,0
181,01/05/2023,2,100
182,01/05/2023,3,200
183,01/05/2023,2,100
184,01/05/2023,1,50
185,01/05/2023,1,50
186,01/05/2023,1,50
187,01/05/2023,1,50
188,01/05/2023,1,50
189,01/05/2023,1,50
190,01/05/2023,1,50
191,01/05/2023,1,50
192,01/05/2023,1,50
193,01/05/2023,2,100
194,01/05/2023,1,50
195,01/05/2023,1,50
196,01/05/2023,1,50
197,01/05/2023,1,50
198,01/05/2023,1,50
199,01/05/2023,1,50
200,01/05/2023,1,50
201,01/05/2023,2,100
202,01/05/2023,1,50
203,01/05/2023,1,50
204,01/05/2023,1,50
205,01/05/2023,1,50
206,01/05/2023,2,100
207,01/05/2023,2,100
208,01/05/2023,1,50
209,01/05/2023,3,200
210,01/05/2023,1,50
211,01/05/2023,1,50
212,01/05/2023,1,50
213,01/05/2023,1,50
214,01/05/2023,3,200
215,01/05/2023,1,50
216,01/05/2023,3,200
217,01/05/2023,3,200
218,01/05/2023,1,50
219,01/05/2023,3,200
220,01/05/2023,1,50
221,01/05/2023,1,50
1,01/06/2023,3,200
2,01/06/2023,3,200
3,01/06/2023,1,50
5,01/06/2023,1,50
7,01/06/2023,1,50
8,01/06/2023,2,100
9,01/06/2023,3,200
10,01/06/2023,1,50
11,01/06/2023,,0
12,01/06/2023,1,50
14,01/06/2023,1,50
15,01/06/2023,1,50
16,01/06/2023,2,100
18,01/06/2023,3,200
19,01/06/2023,3,200
20,01/06/2023,3,200
21,01/06/2023,1,50
23,01/06/2023,1,50
24,01/06/2023,3,200
26,01/06/2023,3,200
28,01/06/2023,2,100
29,01/06/2023,3,200
30,01/06/2023,2,100
31,01/06/2023,,0
32,01/06/2023,2,100
34,01/06/2023,1,50
35,01/06/2023,1,50
36,01/06/2023,1,50
37,01/06/2023,1,50
39,01/06/2023,1,50
40,01/06/2023,1,50
41,01/06/2023,2,100
43,01/06/2023,1,50
44,01/06/2023,1,50
45,01/06/2023,1,50
46,01/06/2023,1,50
47,01/06/2023,1,50
48,01/06/2023,2,100
50,01/06/2023,,0
51,01/06/2023,2,100
52,01/06/2023,,0
53,01/06/2023,1,50
54,01/06/2023,3,200
55,01/06/2023,2,100
56,01/06/2023,2,100
57,01/06/2023,1,50
58,01/06/2023,3,200
59,01/06/2023,,0
60,01/06/2023,3,200
61,01/06/2023,3,200
62,01/06/2023,1,50
63,01/06/2023,2,100
64,01/06/2023,1,50
65,01/06/2023,1,50
66,01/06/2023,1,50
67,01/06/2023,2,100
68,01/06/2023,1,50
69,01/06/2023,1,50
70,01/06/2023,1,50
71,01/06/2023,3,200
72,01/06/2023,1,50
73,01/06/2023,2,100
74,01/06/2023,1,50
75,01/06/2023,2,100
76,01/06/2023,,0
77,01/06/2023,,0
78,01/06/2023,1,50
79,01/06/2023,1,50
80,01/06/2023,1,50
81,01/06/2023,1,50
82,01/06/2023,1,50
83,01/06/2023,1,50
84,01/06/2023,2,100
85,01/06/2023,1,50
86,01/06/2023,1,50
87,01/06/2023,1,50
88,01/06/2023,1,50
89,01/06/2023,1,50
90,01/06/2023,3,200
91,01/06/2023,,0
92,01/06/2023,2,100
93,01/06/2023,2,100
94,01/06/2023,2,100
96,01/06/2023,2,100
97,01/06/2023,1,50
98,01/06/2023,1,50
99,01/06/2023,1,50
100,01/06/2023,1,50
101,01/06/2023,1,50
102,01/06/2023,1,50
103,01/06/2023,1,50
104,01/06/2023,1,50
105,01/06/2023,1,50
106,01/06/2023,2,100
107,01/06/2023,2,100
108,01/06/2023,3,200
109,01/06/2023,1,50
110,01/06/2023,1,50
111,01/06/2023,2,100
112,01/06/2023,1,50
113,01/06/2023,2,100
115,01/06/2023,1,50
116,01/06/2023,1,50
117,01/06/2023,2,100
118,01/06/2023,1,50
119,01/06/2023,2,100
120,01/06/2023,2,100
121,01/06/2023,1,50
122,01/06/2023,2,100
123,01/06/2023,2,100
124,01/06/2023,,0
125,01/06/2023,3,200
126,01/06/2023,1,50
127,01/06/2023,2,100
128,01/06/2023,1,50
129,01/06/2023,2,100
130,01/06/2023,1,50
131,01/06/2023,2,100
132,01/06/2023,2,100
133,01/06/2023,1,50
134,01/06/2023,1,50
135,01/06/2023,3,200
136,01/06/2023,2,100
137,01/06/2023,1,50
138,01/06/2023,2,100
139,01/06/2023,1,50
140,01/06/2023,2,100
142,01/06/2023,1,50
143,01/06/2023,2,100
144,01/06/2023,2,100
145,01/06/2023,1,50
146,01/06/2023,1,50
147,01/06/2023,1,50
148,01/06/2023,1,50
149,01/06/2023,1,50
150,01/06/2023,2,100
152,01/06/2023,2,100
153,01/06/2023,2,100
154,01/06/2023,2,100
155,01/06/2023,2,100
156,01/06/2023,1,50
157,01/06/2023,2,100
158,01/06/2023,1,50
159,01/06/2023,1,50
160,01/06/2023,1,50
161,01/06/2023,1,50
162,01/06/2023,1,50
163,01/06/2023,2,100
164,01/06/2023,,0
165,01/06/2023,2,100
166,01/06/2023,3,200
167,01/06/2023,1,50
168,01/06/2023,3,200
169,01/06/2023,2,100
170,01/06/2023,2,100
171,01/06/2023,3,200
172,01/06/2023,3,200
173,01/06/2023,1,50
174,01/06/2023,1,50
175,01/06/2023,1,50
176,01/06/2023,2,100
177,01/06/2023,3,200
178,01/06/2023,2,100
181,01/06/2023,2,100
182,01/06/2023,3,200
183,01/06/2023,2,100
184,01/06/2023,1,50
185,01/06/2023,1,50
186,01/06/2023,1,50
187,01/06/2023,1,50
188,01/06/2023,1,50
189,01/06/2023,1,50
190,01/06/2023,1,50
191,01/06/2023,1,50
192,01/06/2023,1,50
193,01/06/2023,2,100
194,01/06/2023,1,50
195,01/06/2023,1,50
196,01/06/2023,1,50
197,01/06/2023,1,50
198,01/06/2023,1,50
199,01/06/2023,1,50
200,01/06/2023,,0
201,01/06/2023,2,100
202,01/06/2023,1,50
203,01/06/2023,1,50
204,01/06/2023,1,50
205,01/06/2023,1,50
206,01/06/2023,2,100
207,01/06/2023,2,100
208,01/06/2023,1,50
209,01/06/2023,3,200
210,01/06/2023,1,50
211,01/06/2023,1,50
212,01/06/2023,1,50
213,01/06/2023,1,50
214,01/06/2023,3,200
215,01/06/2023,1,50
216,01/06/2023,3,200
217,01/06/2023,3,200
218,01/06/2023,1,50
219,01/06/2023,3,200
220,01/06/2023,1,50
221,01/06/2023,1,50
222,01/06/2023,1,50
223,01/06/2023,1,50
224,01/06/2023,2,100
225,01/06/2023,2,100
226,01/06/2023,2,100
227,01/06/2023,1,50
228,01/06/2023,3,200
229,01/06/2023,1,50
230,01/06/2023,2,100
231,01/06/2023,1,50
232,01/06/2023,,0
233,01/06/2023,1,50
234,01/06/2023,1,50
235,01/06/2023,2,100
236,01/06/2023,3,200
237,01/06/2023,1,50
238,01/06/2023,1,50
239,01/06/2023,1,50
240,01/06/2023,1,50
241,01/06/2023,3,200
242,01/06/2023,1,50
243,01/06/2023,1,50
244,01/06/2023,2,100
245,01/06/2023,1,50
246,01/06/2023,1,50
247,01/06/2023,,0
248,01/06/2023,2,100
249,01/06/2023,1,50
250,01/06/2023,2,100
251,01/06/2023,1,50
252,01/06/2023,1,50
253,01/06/2023,1,50
254,01/06/2023,2,100
255,01/06/2023,1,50
256,01/06/2023,1,50
257,01/06/2023,1,50
258,01/06/2023,2,100
259,01/06/2023,3,200
260,01/06/2023,1,50
261,01/06/2023,1,50
262,01/06/2023,1,50
263,01/06/2023,1,50
264,01/06/2023,2,100
265,01/06/2023,2,100
266,01/06/2023,2,100
267,01/06/2023,1,50
268,01/06/2023,,0
269,01/06/2023,3,200
270,01/06/2023,1,50
271,01/06/2023,1,50
272,01/06/2023,1,50
273,01/06/2023,1,50
274,01/06/2023,3,200
275,01/06/2023,2,100
276,01/06/2023,3,200
277,01/06/2023,1,50
278,01/06/2023,1,50
279,01/06/2023,1,50
280,01/06/2023,2,100
281,01/06/2023,1,50
282,01/06/2023,2,100
283,01/06/2023,1,50
284,01/06/2023,3,200
285,01/06/2023,3,200
286,01/06/2023,1,50
287,01/06/2023,1,50
288,01/06/2023,1,50
289,01/06/2023,1,50
290,01/06/2023,1,50
291,01/06/2023,2,100
292,01/06/2023,1,50
293,01/06/2023,1,50
294,01/06/2023,3,200
295,01/06/2023,1,50
296,01/06/2023,1,50
297,01/06/2023,1,50
298,01/06/2023,2,100
299,01/06/2023,1,50
300,01/06/2023,2,100
301,01/06/2023,1,50
302,01/06/2023,3,200
303,01/06/2023,2,100
304,01/06/2023,1,50
305,01/06/2023,2,100
306,01/06/2023,2,100
307,01/06/2023,1,50
308,01/06/2023,1,50
309,01/06/2023,1,50
310,01/06/2023,1,50
311,01/06/2023,1,50
312,01/06/2023,2,100
313,01/06/2023,3,200
314,01/06/2023,2,100
1,01/07/2023,3,200
2,01/07/2023,3,200
3,01/07/2023,1,50
5,01/07/2023,1,50
7,01/07/2023,1,50
8,01/07/2023,2,100
9,01/07/2023,3,200
10,01/07/2023,1,50
12,01/07/2023,1,50
14,01/07/2023,1,50
15,01/07/2023,,0
16,01/07/2023,2,100
18,01/07/2023,3,200
19,01/07/2023,3,200
20,01/07/2023,3,200
21,01/07/2023,1,50
23,01/07/2023,1,50
24,01/07/2023,3,200
26,01/07/2023,3,200
28,01/07/2023,2,100
29,01/07/2023,3,200
30,01/07/2023,2,100
32,01/07/2023,1,50
34,01/07/2023,1,50
35,01/07/2023,1,50
36,01/07/2023,,0
37,01/07/2023,1,50
39,01/07/2023,1,50
40,01/07/2023,1,50
41,01/07/2023,2,100
43,01/07/2023,1,50
44,01/07/2023,1,50
45,01/07/2023,1,50
46,01/07/2023,1,50
47,01/07/2023,1,50
48,01/07/2023,2,100
51,01/07/2023,2,100
53,01/07/2023,2,100
54,01/07/2023,3,200
55,01/07/2023,2,100
56,01/07/2023,2,100
57,01/07/2023,1,50
58,01/07/2023,3,200
60,01/07/2023,3,200
61,01/07/2023,3,200
62,01/07/2023,1,50
63,01/07/2023,2,100
64,01/07/2023,1,50
65,01/07/2023,2,100
66,01/07/2023,1,50
67,01/07/2023,2,100
68,01/07/2023,2,100
69,01/07/2023,1,50
70,01/07/2023,1,50
71,01/07/2023,3,200
72,01/07/2023,1,50
73,01/07/2023,2,100
74,01/07/2023,1,50
75,01/07/2023,2,100
78,01/07/2023,1,50
79,01/07/2023,1,50
80,01/07/2023,1,50
81,01/07/2023,1,50
82,01/07/2023,1,50
83,01/07/2023,1,50
84,01/07/2023,2,100
85,01/07/2023,1,50
86,01/07/2023,1,50
87,01/07/2023,1,50
88,01/07/2023,1,50
89,01/07/2023,,0
90,01/07/2023,3,200
92,01/07/2023,1,50
93,01/07/2023,2,100
94,01/07/2023,2,100
96,01/07/2023,2,100
97,01/07/2023,2,100
98,01/07/2023,1,50
99,01/07/2023,1,50
100,01/07/2023,1,50
101,01/07/2023,1,50
102,01/07/2023,1,50
103,01/07/2023,1,50
104,01/07/2023,1,50
105,01/07/2023,1,50
106,01/07/2023,2,100
107,01/07/2023,2,100
108,01/07/2023,3,200
109,01/07/2023,1,50
110,01/07/2023,1,50
111,01/07/2023,2,100
112,01/07/2023,1,50
113,01/07/2023,,0
115,01/07/2023,,0
116,01/07/2023,1,50
117,01/07/2023,2,100
118,01/07/2023,1,50
119,01/07/2023,2,100
120,01/07/2023,2,100
121,01/07/2023,1,50
122,01/07/2023,2,100
123,01/07/2023,2,100
125,01/07/2023,3,200
126,01/07/2023,1,50
127,01/07/2023,2,100
128,01/07/2023,1,50
129,01/07/2023,2,100
130,01/07/2023,1,50
131,01/07/2023,1,50
132,01/07/2023,2,100
133,01/07/2023,1,50
134,01/07/2023,1,50
135,01/07/2023,3,200
136,01/07/2023,2,100
137,01/07/2023,1,50
138,01/07/2023,2,100
139,01/07/2023,1,50
140,01/07/2023,2,100
142,01/07/2023,1,50
143,01/07/2023,2,100
144,01/07/2023,2,100
145,01/07/2023,1,50
146,01/07/2023,1,50
147,01/07/2023,1,50
148,01/07/2023,1,50
149,01/07/2023,1,50
150,01/07/2023,2,100
152,01/07/2023,2,100
153,01/07/2023,2,100
154,01/07/2023,2,100
155,01/07/2023,2,100
156,01/07/2023,1,50
157,01/07/2023,2,100
158,01/07/2023,1,50
159,01/07/2023,1,50
160,01/07/2023,1,50
161,01/07/2023,1,50
162,01/07/2023,1,50
163,01/07/2023,2,100
165,01/07/2023,2,100
166,01/07/2023,3,200
167,01/07/2023,1,50
168,01/07/2023,3,200
169,01/07/2023,2,100
170,01/07/2023,2,100
171,01/07/2023,3,200
172,01/07/2023,3,200
173,01/07/2023,1,50
174,01/07/2023,1,50
175,01/07/2023,2,100
176,01/07/2023,2,100
177,01/07/2023,3,200
178,01/07/2023,2,100
181,01/07/2023,2,100
182,01/07/2023,3,200
183,01/07/2023,2,100
184,01/07/2023,1,50
185,01/07/2023,2,100
186,01/07/2023,1,50
187,01/07/2023,1,50
188,01/07/2023,1,50
189,01/07/2023,1,50
190,01/07/2023,1,50
191,01/07/2023,1,50
192,01/07/2023,1,50
193,01/07/2023,2,100
194,01/07/2023,1,50
195,01/07/2023,1,50
196,01/07/2023,1,50
197,01/07/2023,,0
198,01/07/2023,1,50
199,01/07/2023,1,50
201,01/07/2023,2,100
202,01/07/2023,1,50
203,01/07/2023,1,50
204,01/07/2023,1,50
205,01/07/2023,1,50
206,01/07/2023,3,200
207,01/07/2023,2,100
208,01/07/2023,1,50
209,01/07/2023,3,200
210,01/07/2023,1,50
211,01/07/2023,1,50
212,01/07/2023,1,50
213,01/07/2023,1,50
214,01/07/2023,3,200
215,01/07/2023,1,50
216,01/07/2023,3,200
217,01/07/2023,3,200
218,01/07/2023,1,50
219,01/07/2023,3,200
220,01/07/2023,1,50
221,01/07/2023,1,50
222,01/07/2023,1,50
223,01/07/2023,1,50
224,01/07/2023,2,100
225,01/07/2023,2,100
226,01/07/2023,2,100
227,01/07/2023,2,100
228,01/07/2023,3,200
229,01/07/2023,1,50
230,01/07/2023,2,100
231,01/07/2023,1,50
233,01/07/2023,1,50
234,01/07/2023,2,100
235,01/07/2023,2,100
236,01/07/2023,3,200
237,01/07/2023,1,50
238,01/07/2023,1,50
239,01/07/2023,1,50
240,01/07/2023,,0
241,01/07/2023,3,200
242,01/07/2023,1,50
243,01/07/2023,1,50
244,01/07/2023,2,100
245,01/07/2023,1,50
246,01/07/2023,1,50
248,01/07/2023,2,100
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
